,Player Name,Birth Year,Age,Seasons in NBA,Team (3 Letter)
639,Danuel House Jr.,,29.0,7,PHI
640,Dario Šarić,,28.0,6,TOT
641,Dario Šarić,,28.0,6,PHO
642,Dario Šarić,,28.0,6,OKC
643,Darius Bazley,,22.0,4,TOT
644,Darius Bazley,,22.0,4,OKC
645,Darius Bazley,,22.0,4,PHO
646,Darius Days,,23.0,1,HOU
647,Darius Garland,,23.0,4,CLE
648,David Duke Jr.,,23.0,2,BRK
649,David Roddy,,21.0,1,MEM
650,Davion Mitchell,,24.0,2,SAC
651,Davon Reed,,27.0,4,TOT
652,Davon Reed,,27.0,4,DEN
653,Davon Reed,,27.0,4,LAL
654,Day'Ron Sharpe,,21.0,2,BRK
655,De'Aaron Fox,,25.0,6,SAC
656,De'Andre Hunter,,25.0,4,ATL
657,De'Anthony Melton,,24.0,5,PHI
658,DeAndre Jordan,,34.0,15,DEN
659,DeMar DeRozan,,33.0,14,CHI
660,Dean Wade,,26.0,4,CLE
661,Deandre Ayton,,24.0,5,PHO
662,Dejounte Murray,,26.0,6,ATL
663,Delon Wright,,30.0,8,WAS
664,Deni Avdija,,22.0,3,WAS
665,Dennis Schröder,,29.0,10,LAL
666,Dennis Smith Jr.,,25.0,6,CHO
667,Deonte Burton,,29.0,3,SAC
668,Dereon Seabron,,22.0,1,NOP
669,Derrick Jones Jr.,,25.0,7,CHI
670,Derrick Rose,,34.0,14,NYK
671,Derrick White,,28.0,6,BOS
672,Desmond Bane,,24.0,3,MEM
673,Devin Booker,,26.0,8,PHO
674,Devin Vassell,,22.0,3,SAS
675,Devon Dotson,,23.0,3,WAS
676,Devonte' Graham,,27.0,5,TOT
677,Devonte' Graham,,27.0,5,NOP
678,Devonte' Graham,,27.0,5,SAS
679,Dewayne Dedmon,,33.0,10,TOT
680,Dewayne Dedmon,,33.0,10,MIA
681,Dewayne Dedmon,,33.0,10,PHI
682,Dillon Brooks,,27.0,6,MEM
683,Domantas Sabonis,,26.0,7,SAC
684,Dominick Barlow,,19.0,1,SAS
685,Donovan Mitchell,,26.0,6,CLE
686,Donovan Williams,,21.0,1,ATL
687,Donte DiVincenzo,,26.0,5,GSW
688,Dorian Finney-Smith,,29.0,7,TOT
689,Dorian Finney-Smith,,29.0,7,DAL
690,Dorian Finney-Smith,,29.0,7,BRK
691,Doug McDermott,,31.0,9,SAS
692,Draymond Green,,32.0,11,GSW
693,Drew Eubanks,,25.0,5,POR
694,Dru Smith,,25.0,1,TOT
695,Dru Smith,,25.0,1,MIA
696,Dru Smith,,25.0,1,BRK
697,Duane Washington Jr.,,22.0,2,PHO
698,Duncan Robinson,,28.0,5,MIA
699,Dwight Powell,,31.0,9,DAL
700,Dylan Windler,,26.0,3,CLE
701,Dyson Daniels,,19.0,1,NOP
702,Dāvis Bertāns,,30.0,7,DAL
703,Edmond Sumner,,27.0,5,BRK
704,Eric Gordon,,34.0,15,TOT
705,Eric Gordon,,34.0,15,HOU
706,Eric Gordon,,34.0,15,LAC
707,Eugene Omoruyi,,25.0,2,TOT
708,Eugene Omoruyi,,25.0,2,OKC
709,Eugene Omoruyi,,25.0,2,DET
710,Evan Fournier,,30.0,11,NYK
711,Evan Mobley,,21.0,2,CLE
712,Facundo Campazzo,,31.0,3,DAL
713,Frank Jackson,,24.0,5,UTA
714,Frank Kaminsky,,29.0,8,TOT
715,Frank Kaminsky,,29.0,8,ATL
716,Frank Kaminsky,,29.0,8,HOU
717,Frank Ntilikina,,24.0,6,DAL
718,Franz Wagner,,21.0,2,ORL
719,Fred VanVleet,,28.0,7,TOR
720,Furkan Korkmaz,,25.0,6,PHI
721,Gabe Vincent,,26.0,4,MIA
722,Gabe York,,29.0,2,IND
723,Garrett Temple,,36.0,13,NOP
724,Garrison Mathews,,26.0,4,TOT
725,Garrison Mathews,,26.0,4,HOU
726,Garrison Mathews,,26.0,4,ATL
727,Gary Harris,,28.0,9,ORL
728,Gary Payton II,,30.0,7,TOT
729,Gary Payton II,,30.0,7,POR
730,Gary Payton II,,30.0,7,GSW
731,Gary Trent Jr.,,24.0,5,TOR
732,George Hill,,36.0,15,TOT
733,George Hill,,36.0,15,MIL
734,George Hill,,36.0,15,IND
735,Georges Niang,,29.0,7,PHI
736,Giannis Antetokounmpo,,28.0,10,MIL
737,Goga Bitadze,,23.0,4,TOT
738,Goga Bitadze,,23.0,4,IND
739,Goga Bitadze,,23.0,4,ORL
740,Goran Dragić,,36.0,15,TOT
741,Goran Dragić,,36.0,15,CHI
742,Goran Dragić,,36.0,15,MIL
743,Gordon Hayward,,32.0,13,CHO
744,Gorgui Dieng,,33.0,10,SAS
745,Grant Williams,,24.0,4,BOS
746,Grayson Allen,,27.0,5,MIL
747,Greg Brown III,,21.0,2,POR
748,Hamidou Diallo,,24.0,5,DET
749,Harrison Barnes,,30.0,11,SAC
750,Haywood Highsmith,,26.0,3,MIA
751,Herbert Jones,,24.0,2,NOP
752,Immanuel Quickley,,23.0,3,NYK
753,Isaac Okoro,,22.0,3,CLE
754,Isaiah Hartenstein,,24.0,5,NYK
755,Isaiah Jackson,,21.0,2,IND
756,Isaiah Joe,,23.0,3,OKC
757,Isaiah Livers,,24.0,2,DET
758,Isaiah Mobley,,23.0,1,CLE
759,Isaiah Roby,,24.0,4,SAS
760,Isaiah Stewart,,21.0,3,DET
761,Isaiah Todd,,21.0,2,WAS
762,Ish Smith,,34.0,13,DEN
763,Ish Wainright,,28.0,2,PHO
764,Ivica Zubac,,25.0,7,LAC
765,JD Davison,,20.0,1,BOS
766,JT Thor,,20.0,2,CHO
767,Ja Morant,,23.0,4,MEM
768,JaMychal Green,,32.0,9,GSW
769,JaVale McGee,,35.0,15,DAL
770,Jabari Smith Jr.,,19.0,1,HOU
771,Jabari Walker,,20.0,1,POR
772,Jack White,,25.0,1,DEN
773,Jacob Gilyard,,24.0,1,MEM
774,Jaden Hardy,,20.0,1,DAL
775,Jaden Ivey,,20.0,1,DET
776,Jaden McDaniels,,22.0,3,MIN
777,Jaden Springer,,20.0,2,PHI
778,Jae Crowder,,32.0,11,MIL
779,Jae'Sean Tate,,27.0,3,HOU
780,Jake LaRavia,,21.0,1,MEM
781,Jakob Poeltl,,27.0,7,TOT
782,Jakob Poeltl,,27.0,7,SAS
783,Jakob Poeltl,,27.0,7,TOR
784,Jalen Brunson,,26.0,5,NYK
785,Jalen Duren,,19.0,1,DET
786,Jalen Green,,20.0,2,HOU
787,Jalen Johnson,,21.0,2,ATL
788,Jalen McDaniels,,25.0,4,TOT
789,Jalen McDaniels,,25.0,4,CHO
790,Jalen McDaniels,,25.0,4,PHI
791,Jalen Smith,,22.0,3,IND
792,Jalen Suggs,,21.0,2,ORL
793,Jalen Williams,,21.0,1,OKC
794,Jamal Cain,,23.0,1,MIA
795,Jamal Murray,,25.0,6,DEN
796,Jamaree Bouyea,,23.0,1,TOT
797,Jamaree Bouyea,,23.0,1,MIA
798,Jamaree Bouyea,,23.0,1,WAS
799,James Bouknight,,22.0,2,CHO
800,James Harden,,33.0,14,PHI
801,James Johnson,,35.0,14,IND
802,James Wiseman,,21.0,2,TOT
803,James Wiseman,,21.0,2,GSW
804,James Wiseman,,21.0,2,DET
805,Jared Butler,,22.0,2,OKC
806,Jared Rhoden,,23.0,1,DET
807,Jaren Jackson Jr.,,23.0,5,MEM
808,Jarred Vanderbilt,,23.0,5,TOT
809,Jarred Vanderbilt,,23.0,5,UTA
810,Jarred Vanderbilt,,23.0,5,LAL
811,Jarrell Brantley,,26.0,3,UTA
812,Jarrett Allen,,24.0,6,CLE
813,Jarrett Culver,,23.0,4,ATL
814,Jason Preston,,23.0,1,LAC
815,Javonte Green,,29.0,4,CHI
816,Jaxson Hayes,,22.0,4,NOP
817,Jay Huff,,24.0,2,WAS
818,Jay Scrubb,,22.0,3,ORL
819,Jaylen Brown,,26.0,7,BOS
820,Jaylen Nowell,,23.0,4,MIN
821,Jaylin Williams,,20.0,1,OKC
822,Jayson Tatum,,24.0,6,BOS
823,Jeenathan Williams,,23.0,1,POR
824,Jeff Dowtin,,25.0,2,TOR
825,Jeff Green,,36.0,15,DEN
826,Jerami Grant,,28.0,9,POR
827,Jeremiah Robinson-Earl,,22.0,2,OKC
828,Jeremy Sochan,,19.0,1,SAS
829,Jericho Sims,,24.0,2,NYK
830,Jevon Carter,,27.0,5,MIL
831,Jimmy Butler,,33.0,12,MIA
832,Jock Landale,,27.0,2,PHO
833,Joe Harris,,31.0,9,BRK
834,Joe Ingles,,35.0,9,MIL
835,Joe Wieskamp,,23.0,2,TOR
836,Joel Embiid,,28.0,7,PHI
837,John Butler,,20.0,1,POR
838,John Collins,,25.0,6,ATL
839,John Konchar,,26.0,4,MEM
840,John Wall,,32.0,11,LAC
841,Johnny Davis,2002.0,20.0,1,WAS
842,Johnny Juzang,,21.0,1,UTA
843,Jonas Valančiūnas,,30.0,11,NOP
844,Jonathan Isaac,,25.0,4,ORL
845,Jonathan Kuminga,,20.0,2,GSW
846,Jordan Clarkson,,30.0,9,UTA
847,Jordan Goodwin,,24.0,2,WAS
848,Jordan Hall,,21.0,1,SAS
849,Jordan McLaughlin,,26.0,4,MIN
850,Jordan Nwora,,24.0,3,TOT
851,Jordan Nwora,,24.0,3,MIL
852,Jordan Nwora,,24.0,3,IND
853,Jordan Poole,,23.0,4,GSW
854,Jordan Schakel,,24.0,2,WAS
855,Jose Alvarado,,24.0,2,NOP
856,Josh Christopher,,21.0,2,HOU
857,Josh Giddey,,20.0,2,OKC
858,Josh Green,,22.0,3,DAL
859,Josh Hart,,27.0,6,TOT
860,Josh Hart,,27.0,6,POR
861,Josh Hart,,27.0,6,NYK
862,Josh Minott,,20.0,1,MIN
863,Josh Okogie,,24.0,5,PHO
864,Josh Richardson,,29.0,8,TOT
865,Josh Richardson,,29.0,8,SAS
866,Josh Richardson,,29.0,8,NOP
867,Joshua Primo,,20.0,2,SAS
868,Jrue Holiday,,32.0,14,MIL
869,Juan Toscano-Anderson,,29.0,4,TOT
870,Juan Toscano-Anderson,,29.0,4,LAL
871,Juan Toscano-Anderson,,29.0,4,UTA
872,Juancho Hernangómez,,27.0,7,TOR
873,Julian Champagnie,,21.0,1,TOT
874,Julian Champagnie,,21.0,1,PHI
875,Julian Champagnie,,21.0,1,SAS
876,Julius Randle,,28.0,9,NYK
877,Justin Champagnie,,21.0,2,TOT
878,Justin Champagnie,,21.0,2,TOR
879,Justin Champagnie,,21.0,2,BOS
880,Justin Holiday,,33.0,10,TOT
881,Justin Holiday,,33.0,10,ATL
882,Justin Holiday,,33.0,10,DAL
883,Justin Jackson,,27.0,6,BOS
884,Justin Minaya,,23.0,1,POR
885,Justise Winslow,,26.0,8,POR
886,Jusuf Nurkić,,28.0,9,POR
887,KZ Okpala,,23.0,4,SAC
888,Kai Jones,,22.0,2,CHO
889,Karl-Anthony Towns,,27.0,8,MIN
890,Kawhi Leonard,,31.0,11,LAC
891,Keegan Murray,,22.0,1,SAC
892,Keita Bates-Diop,,27.0,5,SAS
893,Keldon Johnson,,23.0,4,SAS
894,Kelly Olynyk,,31.0,10,UTA
895,Kelly Oubre Jr.,,27.0,8,CHO
896,Kemba Walker,,32.0,12,DAL
897,Kendall Brown,,19.0,1,IND
898,Kendrick Nunn,,27.0,3,TOT
899,Kendrick Nunn,,27.0,3,LAL
900,Kendrick Nunn,,27.0,3,WAS
901,Kennedy Chandler,,20.0,1,MEM
902,Kenneth Lofton Jr.,,20.0,1,MEM
903,Kenrich Williams,,28.0,5,OKC
904,Kentavious Caldwell-Pope,,29.0,10,DEN
905,Kenyon Martin Jr.,,22.0,3,HOU
906,Keon Ellis,,23.0,1,SAC
907,Keon Johnson,,20.0,2,POR
908,Kessler Edwards,,22.0,2,TOT
909,Kessler Edwards,,22.0,2,BRK
910,Kessler Edwards,,22.0,2,SAC
911,Kevin Durant,,34.0,15,TOT
912,Kevin Durant,,34.0,15,BRK
913,Kevin Durant,,34.0,15,PHO
914,Kevin Huerter,,24.0,5,SAC
915,Kevin Knox,,23.0,5,TOT
916,Kevin Knox,,23.0,5,DET
917,Kevin Knox,,23.0,5,POR
918,Kevin Love,,34.0,15,TOT
919,Kevin Love,,34.0,15,CLE
920,Kevin Love,,34.0,15,MIA
921,Kevin Porter Jr.,,22.0,4,HOU
922,Kevon Harris,,25.0,1,ORL
923,Kevon Looney,,26.0,8,GSW
924,Khem Birch,,30.0,6,TOR
925,Khris Middleton,,31.0,11,MIL
926,Killian Hayes,,21.0,3,DET
927,Kira Lewis Jr.,,21.0,3,NOP
928,Klay Thompson,,32.0,10,GSW
929,Kobi Simmons,,25.0,3,CHO
930,Kris Dunn,,28.0,7,UTA
931,Kristaps Porziņģis,,27.0,7,WAS
932,Kyle Anderson,,29.0,9,MIN
933,Kyle Kuzma,,27.0,6,WAS
934,Kyle Lowry,,36.0,17,MIA
935,Kyrie Irving,,30.0,12,TOT
936,Kyrie Irving,,30.0,12,BRK
937,Kyrie Irving,,30.0,12,DAL
938,LaMelo Ball,,21.0,3,CHO
939,Lamar Stevens,,25.0,3,CLE
940,Landry Shamet,,25.0,5,PHO
941,Larry Nance Jr.,,30.0,8,NOP
942,Lauri Markkanen,,25.0,6,UTA
943,LeBron James,,38.0,20,LAL
944,Leandro Bolmaro,,22.0,2,UTA
945,Lester Quinones,,22.0,1,GSW
946,Lindell Wigginton,,24.0,2,MIL
947,Lindy Waters III,,25.0,2,OKC
948,Lonnie Walker IV,,24.0,5,LAL
949,Louis King,,23.0,4,PHI
950,Luguentz Dort,,23.0,4,OKC
951,Luka Dončić,,23.0,5,DAL
952,Luka Garza,,24.0,2,MIN
953,Luka Šamanić,,23.0,3,UTA
954,Luke Kennard,,26.0,6,TOT
955,Luke Kennard,,26.0,6,LAC
956,Luke Kennard,,26.0,6,MEM
957,Luke Kornet,,27.0,6,BOS
958,Mac McClung,,24.0,2,PHI
959,Malachi Flynn,,24.0,3,TOR
960,Malaki Branham,,19.0,1,SAS
961,Malcolm Brogdon,,30.0,7,BOS
962,Malcolm Hill,,27.0,2,CHI
963,Malik Beasley,,26.0,7,TOT
964,Malik Beasley,,26.0,7,UTA
965,Malik Beasley,,26.0,7,LAL
966,Malik Monk,,24.0,6,SAC
967,Mamadi Diakite,,26.0,3,CLE
968,MarJon Beauchamp,,22.0,1,MIL
969,Marcus Morris,,33.0,12,LAC
970,Marcus Smart,,28.0,9,BOS
971,Mark Williams,,21.0,1,CHO
972,Markelle Fultz,,24.0,6,ORL
973,Markieff Morris,,33.0,12,TOT
974,Markieff Morris,,33.0,12,BRK
975,Markieff Morris,,33.0,12,DAL
976,Marko Simonovic,,23.0,2,CHI
977,Marvin Bagley III,,23.0,5,DET
978,Mason Plumlee,,32.0,10,TOT
979,Mason Plumlee,,32.0,10,CHO
980,Mason Plumlee,,32.0,10,LAC
981,Matisse Thybulle,,25.0,4,TOT
982,Matisse Thybulle,,25.0,4,PHI
983,Matisse Thybulle,,25.0,4,POR
984,Matt Ryan,,25.0,2,TOT
985,Matt Ryan,,25.0,2,LAL
986,Matt Ryan,,25.0,2,MIN
987,Matthew Dellavedova,,32.0,9,SAC
988,Max Christie,,19.0,1,LAL
989,Max Strus,,26.0,4,MIA
990,Maxi Kleber,,31.0,6,DAL
991,McKinley Wright IV,,24.0,2,DAL
992,Meyers Leonard,,30.0,10,MIL
993,Mfiondu Kabengele,,25.0,3,BOS
994,Micah Potter,,24.0,2,UTA
995,Michael Carter-Williams,,31.0,9,ORL
996,Michael Foster Jr.,,20.0,1,PHI
997,Michael Porter Jr.,,24.0,4,DEN
998,Mikal Bridges,,26.0,5,TOT
999,Mikal Bridges,,26.0,5,PHO
1000,Mikal Bridges,,26.0,5,BRK
1001,Mike Conley,,35.0,16,TOT
1002,Mike Conley,,35.0,16,UTA
1003,Mike Conley,,35.0,16,MIN
1004,Mike Muscala,,31.0,10,TOT
1005,Mike Muscala,,31.0,10,OKC
1006,Mike Muscala,,31.0,10,BOS
1007,Miles McBride,,22.0,2,NYK
1008,Mitchell Robinson,,24.0,5,NYK
1009,Mo Bamba,,24.0,5,TOT
1010,Mo Bamba,,24.0,5,ORL
1011,Mo Bamba,,24.0,5,LAL
1012,Monte Morris,,27.0,6,WAS
1013,Montrezl Harrell,,29.0,8,PHI
1014,Moritz Wagner,,25.0,5,ORL
1015,Moses Brown,,23.0,4,TOT
1016,Moses Brown,,23.0,4,LAC
1017,Moses Brown,,23.0,4,BRK
1018,Moses Moody,,20.0,2,GSW
1019,Moussa Diabaté,,21.0,1,LAC
1020,Myles Turner,,26.0,8,IND
1021,Naji Marshall,,25.0,3,NOP
1022,Nassir Little,,22.0,4,POR
1023,Nathan Knight,,25.0,3,MIN
1024,Naz Reid,,23.0,4,MIN
1025,Neemias Queta,,23.0,2,SAC
1026,Nerlens Noel,,28.0,9,TOT
1027,Nerlens Noel,,28.0,9,DET
1028,Nerlens Noel,,28.0,9,BRK
1029,Nic Claxton,,23.0,4,BRK
1030,Nick Richards,,25.0,3,CHO
1031,Nickeil Alexander-Walker,,24.0,4,TOT
1032,Nickeil Alexander-Walker,,24.0,4,UTA
1033,Nickeil Alexander-Walker,,24.0,4,MIN
1034,Nicolas Batum,,34.0,15,LAC
1035,Nikola Jokić,,27.0,8,DEN
1036,Nikola Jović,,19.0,1,MIA
1037,Nikola Vučević,,32.0,12,CHI
1038,Noah Vonleh,,27.0,8,BOS
1039,Norman Powell,,29.0,8,LAC
1040,OG Anunoby,,25.0,6,TOR
1041,Obi Toppin,,24.0,3,NYK
1042,Ochai Agbaji,,22.0,1,UTA
1043,Olivier Sarr,,23.0,2,OKC
1044,Omer Yurtseven,,24.0,2,MIA
1045,Onyeka Okongwu,,22.0,3,ATL
1046,Orlando Robinson,,22.0,1,MIA
1047,Oshae Brissett,,24.0,4,IND
1048,Otto Porter Jr.,,29.0,10,TOR
1049,Ousmane Dieng,,19.0,1,OKC
1050,P.J. Tucker,,37.0,12,PHI
1051,P.J. Washington,,24.0,4,CHO
1052,PJ Dozier,,26.0,6,SAC
1053,Paolo Banchero,,20.0,1,ORL
1054,Pascal Siakam,,28.0,7,TOR
1055,Pat Connaughton,,30.0,8,MIL
1056,Patrick Baldwin Jr.,,20.0,1,GSW
1057,Patrick Beverley,,34.0,11,TOT
1058,Patrick Beverley,,34.0,11,LAL
1059,Patrick Beverley,,34.0,11,CHI
1060,Patrick Williams,,21.0,3,CHI
1061,Patty Mills,,34.0,14,BRK
1062,Paul George,,32.0,13,LAC
1063,Paul Reed,,23.0,3,PHI
1064,Payton Pritchard,,25.0,3,BOS
1065,Peyton Watson,,20.0,1,DEN
1066,Precious Achiuwa,,23.0,3,TOR
1067,Quentin Grimes,,22.0,2,NYK
1068,Quenton Jackson,,24.0,1,WAS
1069,R.J. Hampton,,21.0,3,TOT
1070,R.J. Hampton,,21.0,3,ORL
1071,R.J. Hampton,,21.0,3,DET
1072,RJ Barrett,,22.0,4,NYK
1073,RaiQuan Gray,,23.0,1,BRK
1074,Raul Neto,,30.0,8,CLE
1075,Reggie Bullock,,31.0,10,DAL
1076,Reggie Jackson,,32.0,12,TOT
1077,Reggie Jackson,,32.0,12,LAC
1078,Reggie Jackson,,32.0,12,DEN
1079,Richaun Holmes,,29.0,8,SAC
1080,Ricky Rubio,,32.0,12,CLE
1081,Robert Covington,,32.0,10,LAC
1082,Robert Williams,,25.0,5,BOS
1083,Robin Lopez,,34.0,15,CLE
1084,Rodney McGruder,,31.0,7,DET
1085,Romeo Langford,,23.0,4,SAS
1086,Ron Harper Jr.,,22.0,1,TOR
1087,Royce O'Neale,,29.0,6,BRK
1088,Rudy Gay,,36.0,17,UTA
1089,Rudy Gobert,,30.0,10,MIN
1090,Rui Hachimura,,24.0,4,TOT
1091,Rui Hachimura,,24.0,4,WAS
1092,Rui Hachimura,,24.0,4,LAL
1093,Russell Westbrook,,34.0,15,TOT
1094,Russell Westbrook,,34.0,15,LAL
1095,Russell Westbrook,,34.0,15,LAC
1096,Ryan Arcidiacono,,28.0,6,TOT
1097,Ryan Arcidiacono,,28.0,6,NYK
1098,Ryan Arcidiacono,,28.0,6,POR
1099,Ryan Rollins,,20.0,1,GSW
1100,Saben Lee,,23.0,3,TOT
1101,Saben Lee,,23.0,3,PHI
1102,Saben Lee,,23.0,3,PHO
1103,Saddiq Bey,,23.0,3,TOT
1104,Saddiq Bey,,23.0,3,DET
1105,Saddiq Bey,,23.0,3,ATL
1106,Sam Hauser,,25.0,2,BOS
1107,Sam Merrill,,26.0,3,CLE
1108,Sandro Mamukelashvili,,23.0,2,TOT
1109,Sandro Mamukelashvili,,23.0,2,MIL
1110,Sandro Mamukelashvili,,23.0,2,SAS
1111,Santi Aldama,,22.0,2,MEM
1112,Scottie Barnes,,21.0,2,TOR
1113,Scotty Pippen Jr.,,22.0,1,LAL
1114,Serge Ibaka,,33.0,14,MIL
1115,Seth Curry,,32.0,9,BRK
1116,Shaedon Sharpe,,19.0,1,POR
1117,Shai Gilgeous-Alexander,,24.0,5,OKC
1118,Shake Milton,,26.0,5,PHI
1119,Shaquille Harrison,,29.0,6,POR
1120,Simone Fontecchio,,27.0,1,UTA
1121,Skylar Mays,,25.0,3,POR
1122,Spencer Dinwiddie,,29.0,9,TOT
1123,Spencer Dinwiddie,,29.0,9,DAL
1124,Spencer Dinwiddie,,29.0,9,BRK
1125,Stanley Johnson,,26.0,8,SAS
1126,Stanley Umude,,23.0,1,DET
1127,Stephen Curry,,34.0,14,GSW
1128,Sterling Brown,,27.0,6,LAL
1129,Steven Adams,,29.0,10,MEM
1130,Svi Mykhailiuk,,25.0,5,TOT
1131,Svi Mykhailiuk,,25.0,5,NYK
1132,Svi Mykhailiuk,,25.0,5,CHO
1133,T.J. McConnell,,30.0,8,IND
1134,T.J. Warren,,29.0,8,TOT
1135,T.J. Warren,,29.0,8,BRK
1136,T.J. Warren,,29.0,8,PHO
1137,Taj Gibson,,37.0,14,WAS
1138,Talen Horton-Tucker,,22.0,4,UTA
1139,Tari Eason,,21.0,1,HOU
1140,Taurean Prince,,28.0,7,MIN
1141,Terance Mann,,26.0,4,LAC
1142,Terence Davis,,25.0,4,SAC
1143,Terrence Ross,,31.0,11,TOT
1144,Terrence Ross,,31.0,11,ORL
1145,Terrence Ross,,31.0,11,PHO
1146,Terry Rozier,,28.0,8,CHO
1147,Terry Taylor,,23.0,2,TOT
1148,Terry Taylor,,23.0,2,IND
1149,Terry Taylor,,23.0,2,CHI
1150,Thaddeus Young,,34.0,16,TOR
1151,Thanasis Antetokounmpo,,30.0,5,MIL
1152,Theo Pinson,,27.0,5,DAL
1153,Thomas Bryant,,25.0,6,TOT
1154,Thomas Bryant,,25.0,6,LAL
1155,Thomas Bryant,,25.0,6,DEN
1156,Théo Maledon,,21.0,3,CHO
1157,Tim Hardaway Jr.,,30.0,10,DAL
1158,Tobias Harris,,30.0,12,PHI
1159,Tony Bradley,,25.0,6,CHI
1160,Torrey Craig,,32.0,6,PHO
1161,Trae Young,,24.0,5,ATL
1162,Tre Jones,,23.0,3,SAS
1163,Tre Mann,,21.0,2,OKC
1164,Trendon Watford,,22.0,2,POR
1165,Trent Forrest,,24.0,3,ATL
1166,Trevelin Queen,,25.0,2,IND
1167,Trevor Hudgins,,23.0,1,HOU
1168,Trevor Keels,,19.0,1,NYK
1169,Trey Lyles,,27.0,8,SAC
1170,Trey Murphy III,,22.0,2,NOP
1171,Troy Brown Jr.,,23.0,5,LAL
1172,Ty Jerome,,25.0,4,GSW
1173,TyTy Washington Jr.,,21.0,1,HOU
1174,Tyler Dorsey,,26.0,3,DAL
1175,Tyler Herro,,23.0,4,MIA
1176,Tyrese Haliburton,,22.0,3,IND
1177,Tyrese Martin,,23.0,1,ATL
1178,Tyrese Maxey,,22.0,3,PHI
1179,Tyus Jones,,26.0,8,MEM
1180,Udoka Azubuike,,23.0,3,UTA
1181,Udonis Haslem,,42.0,20,MIA
1182,Usman Garuba,,20.0,2,HOU
1183,Vernon Carey Jr.,,21.0,3,WAS
1184,Victor Oladipo,,30.0,10,MIA
1185,Vince Williams Jr.,,22.0,1,MEM
1186,Vit Krejci,,22.0,2,ATL
1187,Vlatko Čančar,,25.0,4,DEN
1188,Walker Kessler,,21.0,1,UTA
1189,Wendell Carter Jr.,,23.0,5,ORL
1190,Wendell Moore Jr.,,21.0,1,MIN
1191,Wenyen Gabriel,,25.0,4,LAL
1192,Wesley Matthews,,36.0,14,MIL
1193,Will Barton,,32.0,11,TOT
1194,Will Barton,,32.0,11,WAS
1195,Will Barton,,32.0,11,TOR
1196,Willy Hernangómez,,28.0,7,NOP
1197,Xavier Cooks,,27.0,1,WAS
1198,Xavier Moon,,28.0,2,LAC
1199,Xavier Sneed,,25.0,2,CHO
1200,Xavier Tillman Sr.,,24.0,3,MEM
1201,Yuta Watanabe,,28.0,5,BRK
1202,Zach Collins,,25.0,5,SAS
1203,Zach LaVine,,27.0,9,CHI
1204,Zeke Nnaji,,22.0,3,DEN
1205,Ziaire Williams,,21.0,2,MEM
1206,Zion Williamson,,22.0,3,NOP
1207,Aaron Gordon,,26.0,8,DEN
1208,Aaron Henry,,22.0,1,PHI
1209,Aaron Holiday,,25.0,4,TOT
1210,Aaron Holiday,,25.0,4,WAS
1211,Aaron Holiday,,25.0,4,PHO
1212,Aaron Nesmith,,22.0,2,BOS
1213,Aaron Wiggins,,23.0,1,OKC
1214,Abdel Nader,,28.0,5,PHO
1215,Ade Murkey,,24.0,1,SAC
1216,Admiral Schofield,,24.0,2,ORL
1217,Ahmad Caver,,25.0,1,IND
1218,Al Horford,,35.0,15,BOS
1219,Alec Burks,,30.0,11,NYK
1220,Aleem Ford,,24.0,1,ORL
1221,Aleksej Pokusevski,,20.0,2,OKC
1222,Alex Caruso,,27.0,5,CHI
1223,Alex Len,,28.0,9,SAC
1224,Alfonzo McKinnie,,29.0,5,CHI
1225,Alize Johnson,,25.0,4,TOT
1226,Alize Johnson,,25.0,4,CHI
1227,Alize Johnson,,25.0,4,WAS
1228,Alize Johnson,,25.0,4,NOP
1229,Alperen Şengün,,19.0,1,HOU
1230,Amir Coffey,,24.0,3,LAC
1231,Andre Drummond,,28.0,10,TOT
1232,Andre Drummond,,28.0,10,PHI
1233,Andre Drummond,,28.0,10,BRK
1234,Andre Iguodala,,38.0,18,GSW
1235,Andrew Wiggins,,26.0,8,GSW
1236,Anfernee Simons,,22.0,4,POR
1237,Anthony Davis,,28.0,10,LAL
1238,Anthony Edwards,,20.0,2,MIN
1239,Anthony Gill,,29.0,2,WAS
1240,Anthony Lamb,,24.0,2,SAS
1241,Armoni Brooks,,23.0,2,TOT
1242,Armoni Brooks,,23.0,2,HOU
1243,Armoni Brooks,,23.0,2,TOR
1244,Arnoldas Kulboka,,24.0,1,CHO
1245,Austin Reaves,,23.0,1,LAL
1246,Austin Rivers,,29.0,10,DEN
1247,Avery Bradley,,31.0,12,LAL
1248,Ayo Dosunmu,,22.0,1,CHI
1249,B.J. Johnson,,26.0,3,ORL
1250,Bam Adebayo,,24.0,5,MIA
1251,Ben McLemore,,28.0,9,POR
1252,Bismack Biyombo,,29.0,11,PHO
1253,Blake Griffin,,32.0,12,BRK
1254,Boban Marjanović,,33.0,7,DAL
1255,Bobby Portis,,26.0,7,MIL
1256,Bogdan Bogdanović,,29.0,5,ATL
1257,Bojan Bogdanović,,32.0,8,UTA
1258,Bol Bol,,22.0,3,DEN
1259,Bones Hyland,,21.0,1,DEN
1260,Brad Wanamaker,,32.0,4,TOT
1261,Brad Wanamaker,,32.0,4,IND
1262,Brad Wanamaker,,32.0,4,WAS
1263,Bradley Beal,,28.0,10,WAS
1264,Brandon Boston Jr.,,20.0,1,LAC
1265,Brandon Clarke,,25.0,3,MEM
