,Player Name,Birth Year,Age,Seasons in NBA,Team (3 Letter)
24566,Joe Pace,,23.0,1,WSB
24567,John Brown,,25.0,4,ATL
24568,John Drew,,22.0,3,ATL
24569,John Gianelli,,26.0,5,TOT
24570,John Gianelli,,26.0,5,NYK
24571,John Gianelli,,26.0,5,BUF
24572,John Havlicek,,36.0,15,BOS
24573,John Johnson,,29.0,7,HOU
24574,John Lambert,,24.0,2,CLE
24575,John Laskowski,,23.0,2,CHI
24576,John Lucas,,23.0,1,HOU
24577,John Mengelt,,27.0,6,CHI
24578,John Shumate,,24.0,2,BUF
24579,John Williamson,1951.0,25.0,4,TOT
24580,John Williamson,1951.0,25.0,4,NYN
24581,John Williamson,1951.0,25.0,4,IND
24582,Johnny Davis,,21.0,1,POR
24583,Johnny Neumann,1951.0,25.0,6,TOT
24584,Johnny Neumann,1951.0,25.0,6,BUF
24585,Johnny Neumann,1951.0,25.0,6,LAL
24586,Julius Erving,1950.0,26.0,6,PHI
24587,Junior Bridgeman,,23.0,2,MIL
24588,Kareem Abdul-Jabbar,,29.0,8,LAL
24589,Keith Erickson,,32.0,12,PHO
24590,Keith Starr,,22.0,1,CHI
24591,Ken Charles,,25.0,4,ATL
24592,Kermit Washington,,25.0,4,LAL
24593,Kevin Grevey,,23.0,2,WSB
24594,Kevin Kunnert,,25.0,4,HOU
24595,Kevin Porter,,26.0,5,DET
24596,Kevin Restani,,25.0,3,MIL
24597,Kevin Stacom,,25.0,3,BOS
24598,Kim Hughes,1952.0,24.0,2,NYN
24599,Larry Kenon,1952.0,24.0,4,SAS
24600,Larry McNeill,,26.0,4,TOT
24601,Larry McNeill,,26.0,4,NYN
24602,Larry McNeill,,26.0,4,GSW
24603,Larry Steele,,27.0,6,POR
24604,Larry Wright,,22.0,1,WSB
24605,Len Elmore,1952.0,24.0,3,IND
24606,Leon Douglas,,22.0,1,DET
24607,Leonard Gray,,25.0,3,TOT
24608,Leonard Gray,,25.0,3,SEA
24609,Leonard Gray,,25.0,3,WSB
24610,Lionel Hollins,,23.0,2,POR
24611,Lloyd Neal,,26.0,5,POR
24612,Lloyd Walton,,23.0,1,MIL
24613,Lonnie Shelton,,21.0,1,NYK
24614,Lou Hudson,,32.0,11,ATL
24615,Louie Dampier,1944.0,32.0,10,SAS
24616,Louie Nelson,,25.0,4,SAS
24617,Lucius Allen,,29.0,8,LAL
24618,M.L. Carr,1951.0,26.0,2,DET
24619,Mack Calvin,1947.0,29.0,8,TOT
24620,Mack Calvin,1947.0,29.0,8,LAL
24621,Mack Calvin,1947.0,29.0,8,SAS
24622,Mack Calvin,1947.0,29.0,8,DEN
24623,Mark Olberding,1956.0,20.0,2,SAS
24624,Marshall Rogers,,23.0,1,GSW
24625,Marv Roberts,1950.0,27.0,6,LAL
24626,Marvin Barnes,1952.0,24.0,3,DET
24627,Marvin Webster,1952.0,24.0,2,DEN
24628,Maurice Lucas,1952.0,24.0,3,POR
24629,Mel Bennett,1955.0,22.0,2,IND
24630,Mel Daniels,1944.0,32.0,9,NYN
24631,Mel Davis,,26.0,4,TOT
24632,Mel Davis,,26.0,4,NYK
24633,Mel Davis,,26.0,4,NYN
24634,Mickey Davis,1950.0,26.0,6,MIL
24635,Mickey Johnson,,24.0,3,CHI
24636,Mike Bantom,,25.0,4,TOT
24637,Mike Bantom,,25.0,4,SEA
24638,Mike Bantom,,25.0,4,NYN
24639,Mike Barr,1950.0,26.0,5,KCK
24640,Mike D'Antoni,1951.0,25.0,4,SAS
24641,Mike Dunleavy,1954.0,22.0,1,PHI
24642,Mike Flynn,1953.0,23.0,2,IND
24643,Mike Gale,1950.0,26.0,6,SAS
24644,Mike Green,1951.0,25.0,4,SEA
24645,Mike Newlin,,28.0,6,HOU
24646,Mike Riordan,,31.0,9,WSB
24647,Mike Sojourner,,23.0,3,ATL
24648,Mitch Kupchak,,22.0,1,WSB
24649,Mo Howard,,22.0,1,TOT
24650,Mo Howard,,22.0,1,CLE
24651,Mo Howard,,22.0,1,NOJ
24652,Mo Layton,1948.0,28.0,4,NYK
24653,Monte Towe,1953.0,23.0,2,DEN
24654,Moses Malone,1955.0,21.0,3,TOT
24655,Moses Malone,1955.0,21.0,3,BUF
24656,Moses Malone,1955.0,21.0,3,HOU
24657,Nate Thurmond,,35.0,14,CLE
24658,Nate Williams,,26.0,6,NOJ
24659,Neal Walk,,28.0,8,NYK
24660,Nick Weatherspoon,,26.0,4,TOT
24661,Nick Weatherspoon,,26.0,4,WSB
24662,Nick Weatherspoon,,26.0,4,SEA
24663,Norm Cook,,21.0,1,BOS
24664,Norm Van Lier,,29.0,8,CHI
24665,Norton Barnhill,,23.0,1,SEA
24666,Ollie Johnson,,27.0,5,KCK
24667,Otto Moore,,30.0,9,NOJ
24668,Paul Griffin,,23.0,1,NOJ
24669,Paul McCracken,,26.0,3,CHI
24670,Paul Silas,,33.0,13,DEN
24671,Paul Westphal,,26.0,5,PHO
24672,Pete Maravich,,29.0,7,NOJ
24673,Phil Chenier,,26.0,6,WSB
24674,Phil Hicks,,24.0,1,TOT
24675,Phil Hicks,,24.0,1,HOU
24676,Phil Hicks,,24.0,1,CHI
24677,Phil Jackson,,31.0,9,NYK
24678,Phil Sellers,,23.0,1,DET
24679,Phil Smith,,24.0,3,GSW
24680,Quinn Buckner,,22.0,1,MIL
24681,Ralph Simpson,1949.0,27.0,7,DET
24682,Randy Denton,1949.0,27.0,6,ATL
24683,Randy Smith,,28.0,6,BUF
24684,Rich Jones,1946.0,30.0,8,NYN
24685,Rich Kelley,,23.0,2,NOJ
24686,Richard Washington,,21.0,1,KCK
24687,Rick Barry,1944.0,32.0,11,GSW
24688,Ricky Sobers,,24.0,2,PHO
24689,Robert Parish,,23.0,1,GSW
24690,Robin Jones,,22.0,1,POR
24691,Roger Brown,1950.0,26.0,4,DET
24692,Ron Behagen,,26.0,4,NOJ
24693,Ron Boone,1946.0,30.0,9,KCK
24694,Ron Davis,,22.0,1,ATL
24695,Ron Lee,,24.0,1,PHO
24696,Rowland Garrett,,26.0,5,TOT
24697,Rowland Garrett,,26.0,5,CLE
24698,Rowland Garrett,,26.0,5,MIL
24699,Rudy Hackett,1953.0,23.0,2,TOT
24700,Rudy Hackett,1953.0,23.0,2,NYN
24701,Rudy Hackett,1953.0,23.0,2,IND
24702,Rudy Tomjanovich,,28.0,7,HOU
24703,Rudy White,,23.0,2,HOU
24704,Sam Lacey,,28.0,7,KCK
24705,Scott Lloyd,,24.0,1,MIL
24706,Scott May,,22.0,1,CHI
24707,Scott Wedman,,24.0,3,KCK
24708,Sidney Wicks,,27.0,6,BOS
24709,Slick Watts,,25.0,4,SEA
24710,Sonny Parker,,21.0,1,GSW
24711,Spencer Haywood,1949.0,27.0,8,NYK
24712,Steve Green,1953.0,23.0,2,IND
24713,Steve Hawes,,26.0,3,ATL
24714,Steve Kuberski,,29.0,8,BOS
24715,Steve Mix,1947.0,29.0,7,PHI
24716,Swen Nater,1950.0,27.0,4,MIL
24717,Ted McClain,1946.0,30.0,6,DEN
24718,Terry Furlow,,22.0,1,PHI
24719,Ticky Burden,1953.0,23.0,2,NYK
24720,Tim Bassett,1951.0,25.0,4,NYN
24721,Tiny Archibald,,28.0,7,NYN
24722,Tom Abernethy,,22.0,1,LAL
24723,Tom Barker,,21.0,1,ATL
24724,Tom Boerwinkle,,31.0,9,CHI
24725,Tom Boswell,,23.0,2,BOS
24726,Tom Burleson,,24.0,3,SEA
24727,Tom Henderson,,25.0,3,TOT
24728,Tom Henderson,,25.0,3,ATL
24729,Tom Henderson,,25.0,3,WSB
24730,Tom Kropp,,23.0,2,CHI
24731,Tom McMillen,,24.0,2,TOT
24732,Tom McMillen,,24.0,2,BUF
24733,Tom McMillen,,24.0,2,NYK
24734,Tom Owens,1949.0,27.0,6,HOU
24735,Tom Van Arsdale,,33.0,12,PHO
24736,Truck Robinson,,25.0,3,TOT
24737,Truck Robinson,,25.0,3,WSB
24738,Truck Robinson,,25.0,3,ATL
24739,Wally Walker,,22.0,1,POR
24740,Walt Frazier,,31.0,10,NYK
24741,Wes Unseld,,30.0,9,WSB
24742,Wil Jones,1947.0,29.0,8,IND
24743,Wilbur Holland,,25.0,2,CHI
24744,Willie Norwood,,29.0,6,SEA
24745,Willie Smith,,23.0,1,CHI
24746,Willie Wise,1947.0,29.0,8,DEN
24747,World B. Free,,23.0,2,PHI
24748,Zaid Abdul-Aziz,,30.0,9,BUF
24749,Aaron James,,23.0,2,NOJ
24750,Al Carlson,,24.0,1,SEA
24751,Al Eberhard,,23.0,2,DET
24752,Al Skinner,1952.0,23.0,2,NYA
24753,Al Smith,,29.0,5,UTS
24754,Allan Bristow,1951.0,24.0,3,SAA
24755,Allen Murphy,1952.0,23.0,1,KEN
24756,Alvan Adams,,21.0,1,PHO
24757,Archie Clark,,34.0,10,DET
24758,Artis Gilmore,1949.0,26.0,5,KEN
24759,Austin Carr,,27.0,5,CLE
24760,Barry Clemens,,32.0,11,POR
24761,Barry Parkhill,,24.0,3,SSL
24762,Bill Bradley,1943.0,32.0,9,NYK
24763,Bill Keller,,28.0,7,INA
24764,Bill Melchionni,1944.0,31.0,9,NYA
24765,Bill Robinzine,,23.0,1,KCK
24766,Bill Walton,,23.0,2,POR
24767,Bill Willoughby,,18.0,1,ATL
24768,Billy Cunningham,1943.0,32.0,11,PHI
24769,Billy Knight,1952.0,23.0,2,INA
24770,Billy Paultz,1948.0,27.0,6,SAA
24771,Billy Schaeffer,,24.0,3,TOT
24772,Billy Schaeffer,,24.0,3,NYA
24773,Billy Schaeffer,,24.0,3,VIR
24774,Bingo Smith,,29.0,7,CLE
24775,Bird Averitt,1952.0,23.0,3,KEN
24776,Bo Lamar,1951.0,24.0,3,TOT
24777,Bo Lamar,1951.0,24.0,3,SDS
24778,Bo Lamar,1951.0,24.0,3,INA
24779,Bob Bigelow,,22.0,1,KCK
24780,Bob Dandridge,,28.0,7,MIL
24781,Bob Gross,,22.0,1,POR
24782,Bob Lanier,,27.0,6,DET
24783,Bob Love,,33.0,10,CHI
24784,Bob McAdoo,,24.0,4,BUF
24785,Bob Netolicky,,33.0,9,INA
24786,Bob Warren,,29.0,8,SDS
24787,Bob Weiss,,33.0,11,BUF
24788,Bobby Jones,1951.0,24.0,2,DNA
24789,Bobby Wilson,1951.0,25.0,2,CHI
24790,Brian Taylor,1951.0,24.0,4,NYA
24791,Brian Winters,,23.0,2,MIL
24792,Bruce Seals,1953.0,22.0,3,SEA
24793,Bubbles Hawkins,,21.0,1,GSW
24794,Bud Stallworth,,26.0,4,NOJ
24795,Butch Beard,,28.0,6,TOT
24796,Butch Beard,,28.0,6,CLE
24797,Butch Beard,,28.0,6,NYK
24798,Byron Beck,1945.0,31.0,9,DNA
24799,C.J. Kupec,,23.0,1,LAL
24800,Caldwell Jones,1950.0,25.0,3,TOT
24801,Caldwell Jones,1950.0,25.0,3,SDS
24802,Caldwell Jones,1950.0,25.0,3,KEN
24803,Caldwell Jones,1950.0,25.0,3,SSL
24804,Calvin Murphy,,27.0,6,HOU
24805,Campy Russell,,24.0,2,CLE
24806,Cazzie Russell,,31.0,10,LAL
24807,Charles Dudley,,25.0,3,GSW
24808,Charles Johnson,,26.0,4,GSW
24809,Charles Jordan,,22.0,1,INA
24810,Charlie Scott,1948.0,27.0,6,BOS
24811,Chris Ford,,27.0,4,DET
24812,Chuck Terry,1950.0,25.0,4,NYA
24813,Chuck Williams,1946.0,29.0,6,DNA
24814,Claude Terry,1950.0,26.0,4,DNA
24815,Clem Haskins,,32.0,9,WSB
24816,Cliff Meely,,28.0,5,TOT
24817,Cliff Meely,,28.0,5,HOU
24818,Cliff Meely,,28.0,5,LAL
24819,Cliff Pondexter,,21.0,1,CHI
24820,Clifford Ray,,27.0,5,GSW
24821,Clyde Lee,,31.0,10,PHI
24822,Clyde Mayes,,22.0,1,MIL
24823,Coby Dietrick,1948.0,27.0,6,SAA
24824,Connie Hawkins,1942.0,33.0,9,ATL
24825,Connie Norman,,22.0,2,PHI
24826,Corky Calhoun,,25.0,4,LAL
24827,Cornell Warner,,27.0,6,LAL
24828,Curtis Perry,,27.0,6,PHO
24829,Curtis Rowe,,26.0,5,DET
24830,Dale Schlueter,,30.0,8,BUF
24831,Dan Anderson,1951.0,25.0,2,POR
24832,Dan Issel,1948.0,27.0,6,DNA
24833,Dan Roundfield,1953.0,22.0,1,INA
24834,Darnell Hillman,1949.0,26.0,5,INA
24835,Darryl Dawkins,,19.0,1,PHI
24836,Dave Bing,,32.0,10,WSB
24837,Dave Cowens,,27.0,6,BOS
24838,Dave Meyers,,22.0,1,MIL
24839,Dave Robisch,1949.0,26.0,5,TOT
24840,Dave Robisch,1949.0,26.0,5,SDS
24841,Dave Robisch,1949.0,26.0,5,INA
24842,Dave Twardzik,1950.0,25.0,4,VIR
24843,Dave Wohl,,26.0,5,HOU
24844,David Thompson,1954.0,21.0,1,DNA
24845,David Vaughn,1952.0,23.0,2,VIR
24846,Dean Meminger,,27.0,5,ATL
24847,Dennis Awtrey,,27.0,6,PHO
24848,Dennis Bell,,24.0,3,NYK
24849,Dennis DuVal,,23.0,2,ATL
24850,Dennis Van Zant,,23.0,1,SAA
24851,Derrek Dickey,,24.0,3,GSW
24852,Dick Gibbs,,27.0,5,BUF
24853,Dick Snyder,,31.0,10,CLE
24854,Dick Van Arsdale,,32.0,11,PHO
24855,Don Adams,1947.0,28.0,6,BUF
24856,Don Adams,1947.0,28.0,6,SSL
24857,Don Buse,1950.0,25.0,4,INA
24858,Don Chaney,1946.0,29.0,8,SSL
24859,Don Ford,,23.0,1,LAL
24860,Don Nelson,,35.0,14,BOS
24861,Donald Washington,,23.0,2,UTS
24862,Donnie Freeman,1944.0,31.0,9,LAL
24863,Doug Collins,,24.0,3,PHI
24864,Dwaine Dillard,,26.0,1,UTS
24865,Dwight Davis,,26.0,4,GSW
24866,Dwight Jones,,23.0,3,ATL
24867,E.C. Coleman,,25.0,3,NOJ
24868,Earl Monroe,,31.0,9,NYK
24869,Earl Williams,,24.0,2,DET
24870,Ed Manning,1944.0,32.0,9,INA
24871,Ed Ratleff,,25.0,3,HOU
24872,Ed Searcy,,23.0,1,BOS
24873,Elmore Smith,,26.0,5,MIL
24874,Elvin Hayes,,30.0,8,WSB
24875,Eric Fernsten,,22.0,1,TOT
24876,Eric Fernsten,,22.0,1,CLE
24877,Eric Fernsten,,22.0,1,CHI
24878,Eric Money,,20.0,2,DET
24879,Ernie DiGregorio,,25.0,3,BUF
24880,Fatty Taylor,1946.0,29.0,7,VIR
24881,Foots Walker,,24.0,2,CLE
24882,Frank Oleynick,,20.0,1,SEA
24883,Fred Brown,,27.0,5,SEA
24884,Fred Carter,,30.0,7,PHI
24885,Fred Saunders,,24.0,2,PHO
24886,Freddie Boyd,,25.0,4,TOT
24887,Freddie Boyd,,25.0,4,PHI
24888,Freddie Boyd,,25.0,4,NOJ
24889,Freddie Lewis,1943.0,32.0,10,SSL
24890,Gail Goodrich,,32.0,11,LAL
24891,Gar Heard,,27.0,6,TOT
24892,Gar Heard,,27.0,6,BUF
24893,Gar Heard,,27.0,6,PHO
24894,Gary Brokaw,,22.0,2,MIL
24895,Gene Short,,22.0,1,TOT
24896,Gene Short,,22.0,1,SEA
24897,Gene Short,,22.0,1,NYK
24898,Geoff Petrie,,27.0,6,POR
24899,George Bucci,,22.0,1,NYA
24900,George Carter,1944.0,32.0,8,UTS
24901,George Gervin,1952.0,23.0,4,SAA
24902,George Irvine,,27.0,6,DNA
24903,George Johnson,1948.0,27.0,4,GSW
24904,George Karl,1951.0,24.0,3,SAA
24905,George McGinnis,1950.0,25.0,5,PHI
24906,George Trapp,,27.0,5,DET
24907,Gerald Govan,,34.0,9,VIR
24908,Glenn Hansen,,23.0,1,KCK
24909,Glenn McDonald,,23.0,2,BOS
24910,Goo Kennedy,1949.0,26.0,5,UTS
24911,Greg Lee,1951.0,24.0,2,POR
24912,Greg Smith,1947.0,29.0,8,POR
24913,Gus Bailey,,24.0,2,HOU
24914,Gus Gerard,1953.0,22.0,2,TOT
24915,Gus Gerard,1953.0,22.0,2,SSL
24916,Gus Gerard,1953.0,22.0,2,DNA
24917,Gus Williams,,22.0,1,GSW
24918,Harry Rogers,,25.0,1,SSL
24919,Harthorne Wingo,,28.0,4,NYK
24920,Harvey Catchings,,24.0,2,PHI
24921,Henry Bibby,,26.0,4,NOJ
24922,Henry Dickerson,,24.0,1,DET
24923,Henry Ward,1952.0,24.0,1,SAA
24924,Herm Gilliam,,29.0,7,SEA
24925,Howard Porter,,27.0,5,DET
24926,Jack Marin,,31.0,10,TOT
24927,Jack Marin,,31.0,10,BUF
24928,Jack Marin,,31.0,10,CHI
24929,Jamaal Wilkes,,22.0,2,GSW
24930,James Silas,1949.0,26.0,4,SAA
24931,Jan van Breda Kolff,1951.0,24.0,2,TOT
24932,Jan van Breda Kolff,1951.0,24.0,2,VIR
24933,Jan van Breda Kolff,1951.0,24.0,2,KEN
24934,Jeff Mullins,,33.0,12,GSW
24935,Jerome Anderson,,22.0,1,BOS
24936,Jerry Baskerville,,24.0,1,PHI
24937,Jerry Sloan,,33.0,11,CHI
24938,Jim Ard,1948.0,27.0,6,BOS
24939,Jim Barnett,,31.0,10,NYK
24940,Jim Bradley,,23.0,3,DNA
24941,Jim Brewer,,24.0,3,CLE
24942,Jim Chones,1949.0,26.0,4,CLE
24943,Jim Cleamons,,26.0,5,CLE
24944,Jim Creighton,,25.0,1,ATL
24945,Jim Eakins,1946.0,29.0,8,TOT
24946,Jim Eakins,1946.0,29.0,8,UTS
24947,Jim Eakins,1946.0,29.0,8,VIR
24948,Jim Eakins,1946.0,29.0,8,NYA
24949,Jim Fox,,32.0,9,MIL
24950,Jim McDaniels,1948.0,27.0,4,LAL
24951,Jim McDaniels,1948.0,27.0,4,KEN
24952,Jim McElroy,,22.0,1,NOJ
24953,Jim McMillian,,27.0,6,BUF
24954,Jim Price,,26.0,4,MIL
24955,Jim Washington,,32.0,11,BUF
24956,Jimmie Baker,,22.0,1,KEN
24957,Jimmy Conner,,22.0,1,KEN
24958,Jimmy Foster,,24.0,2,DNA
24959,Jimmy Jones,1945.0,31.0,9,WSB
24960,Jimmy Walker,,31.0,9,KCK
24961,Jo Jo White,,29.0,7,BOS
24962,Joby Wright,1950.0,25.0,3,TOT
24963,Joby Wright,1950.0,25.0,3,SDS
24964,Joby Wright,1950.0,25.0,3,VIR
24965,Joe Bryant,,21.0,1,PHI
24966,Joe Hamilton,,27.0,6,UTS
24967,Joe Meriweather,,22.0,1,HOU
24968,John Block,,31.0,10,CHI
24969,John Brown,,24.0,3,ATL
24970,John Drew,,21.0,2,ATL
24971,John Gianelli,,25.0,4,NYK
24972,John Havlicek,,35.0,14,BOS
24973,John Hummer,,27.0,6,SEA
24974,John Johnson,,28.0,6,TOT
24975,John Johnson,,28.0,6,POR
24976,John Johnson,,28.0,6,HOU
24977,John Lambert,,23.0,1,CLE
24978,John Laskowski,,22.0,1,CHI
24979,John Mengelt,,26.0,5,DET
24980,John Roche,1949.0,26.0,5,LAL
24981,John Roche,1949.0,26.0,5,UTS
24982,John Shumate,,23.0,1,TOT
24983,John Shumate,,23.0,1,PHO
24984,John Shumate,,23.0,1,BUF
24985,John Wetzel,,31.0,7,PHO
24986,John Williamson,1951.0,24.0,3,NYA
24987,Johnny Neumann,1951.0,24.0,5,TOT
24988,Johnny Neumann,1951.0,24.0,5,VIR
24989,Johnny Neumann,1951.0,24.0,5,KEN
24990,Jon McGlocklin,,32.0,11,MIL
24991,Julius Erving,1950.0,25.0,5,NYA
24992,Junior Bridgeman,,22.0,1,MIL
24993,Kareem Abdul-Jabbar,,28.0,7,LAL
24994,Keith Erickson,,31.0,11,PHO
24995,Ken Charles,,24.0,3,BUF
24996,Ken Mayfield,,27.0,1,NYK
24997,Ken Smith,,22.0,1,SAA
24998,Kenneth Gardner,,26.0,1,UTS
24999,Kermit Washington,,24.0,3,LAL
25000,Kevin Grevey,,22.0,1,WSB
25001,Kevin Joyce,,24.0,3,TOT
25002,Kevin Joyce,,24.0,3,SDS
25003,Kevin Joyce,,24.0,3,KEN
25004,Kevin Kunnert,,24.0,3,HOU
25005,Kevin Porter,,25.0,4,DET
25006,Kevin Restani,,24.0,2,MIL
25007,Kevin Stacom,,24.0,2,BOS
25008,Kim Hughes,1952.0,23.0,1,NYA
25009,LaRue Martin,,25.0,4,POR
25010,Larry Fogle,,22.0,1,NYK
25011,Larry Kenon,1952.0,23.0,3,SAA
25012,Larry McNeill,,25.0,3,KCK
25013,Larry Steele,,26.0,5,POR
25014,Lee Davis,,30.0,8,SDS
25015,Lee Winfield,,28.0,7,KCK
25016,Len Elmore,1952.0,23.0,2,INA
25017,Len Kosmalski,,24.0,2,KCK
25018,Leon Benbow,,25.0,2,CHI
25019,Leonard Gray,,24.0,2,SEA
25020,Leroy Ellis,,35.0,14,PHI
25021,Lindsay Hairston,,24.0,1,DET
25022,Lionel Hollins,,22.0,1,POR
25023,Lloyd Neal,,25.0,4,POR
25024,Lou Hudson,,31.0,10,ATL
25025,Louie Dampier,1944.0,31.0,9,KEN
25026,Louie Nelson,,24.0,3,NOJ
25027,Lucius Allen,,28.0,7,LAL
25028,Luke Witte,,25.0,3,CLE
25029,M.L. Carr,1951.0,25.0,1,SSL
25030,Mack Calvin,1947.0,28.0,7,VIR
25031,Mark Olberding,1956.0,19.0,1,TOT
25032,Mark Olberding,1956.0,19.0,1,SDS
25033,Mark Olberding,1956.0,19.0,1,SAA
25034,Marv Roberts,1950.0,26.0,5,TOT
25035,Marv Roberts,1950.0,26.0,5,KEN
25036,Marv Roberts,1950.0,26.0,5,VIR
25037,Marvin Barnes,1952.0,23.0,2,SSL
25038,Marvin Webster,1952.0,23.0,1,DNA
25039,Matt Guokas,1944.0,31.0,10,TOT
25040,Matt Guokas,1944.0,31.0,10,CHI
25041,Matt Guokas,1944.0,31.0,10,KCK
25042,Maurice Lucas,1952.0,23.0,2,TOT
25043,Maurice Lucas,1952.0,23.0,2,SSL
25044,Maurice Lucas,1952.0,23.0,2,KEN
25045,Mel Bennett,1955.0,21.0,1,VIR
25046,Mel Counts,,34.0,12,NOJ
25047,Mel Davis,,25.0,3,NYK
25048,Mickey Davis,1950.0,25.0,5,MIL
25049,Mickey Johnson,,23.0,2,CHI
25050,Mike Bantom,,24.0,3,TOT
25051,Mike Bantom,,24.0,3,PHO
25052,Mike Bantom,,24.0,3,SEA
25053,Mike Barr,1950.0,25.0,4,SSL
25054,Mike D'Antoni,1951.0,24.0,3,KCK
25055,Mike D'Antoni,1951.0,24.0,3,SSL
25056,Mike Flynn,1953.0,22.0,1,INA
25057,Mike Gale,1950.0,25.0,5,SAA
25058,Mike Green,1951.0,24.0,3,VIR
25059,Mike Jackson,,26.0,4,VIR
25060,Mike Newlin,,27.0,5,HOU
25061,Mike Riordan,,30.0,8,WSB
25062,Mike Sojourner,,22.0,2,ATL
25063,Monte Towe,1953.0,22.0,1,DNA
25064,Moses Malone,1955.0,20.0,2,SSL
25065,Nate Hawthorne,,26.0,3,PHO
25066,Nate Thurmond,,34.0,13,TOT
25067,Nate Thurmond,,34.0,13,CHI
25068,Nate Thurmond,,34.0,13,CLE
25069,Nate Williams,,25.0,5,NOJ
25070,Nathaniel Barnett,,23.0,1,INA
25071,Neal Walk,,27.0,7,NYK
25072,Nick Weatherspoon,,25.0,3,WSB
25073,Norm Van Lier,,28.0,7,CHI
25074,Ollie Johnson,,26.0,4,KCK
25075,Otto Moore,,29.0,8,NOJ
25076,Pat Riley,,30.0,9,TOT
25077,Pat Riley,,30.0,9,LAL
25078,Pat Riley,,30.0,9,PHO
25079,Patrick McFarland,,24.0,3,SDS
25080,Paul Ruffner,1948.0,27.0,5,SSL
25081,Paul Silas,,32.0,12,BOS
25082,Paul Westphal,,25.0,4,PHO
25083,Pete Maravich,,28.0,6,NOJ
25084,Phil Chenier,,25.0,5,WSB
25085,Phil Jackson,,30.0,8,NYK
25086,Phil Lumpkin,,24.0,2,PHO
25087,Phil Smith,,23.0,2,GSW
25088,Ralph Simpson,1949.0,26.0,6,DNA
25089,Randy Denton,1949.0,26.0,5,TOT
25090,Randy Denton,1949.0,26.0,5,UTS
25091,Randy Denton,1949.0,26.0,5,SSL
25092,Randy Smith,,27.0,5,BUF
25093,Rich Jones,1946.0,29.0,7,NYA
25094,Rich Kelley,,22.0,1,NOJ
25095,Rick Barry,1944.0,31.0,10,GSW
25096,Rick Darnell,,23.0,1,VIR
25097,Rick Roberson,,28.0,7,KCK
25098,Ricky Sobers,,23.0,1,PHO
25099,Rod Derline,,23.0,2,SEA
25100,Roger Brown,1950.0,25.0,3,DET
25101,Roger Brown,1950.0,25.0,3,DNA
25102,Ron Behagen,,25.0,3,NOJ
25103,Ron Boone,1946.0,29.0,8,TOT
25104,Ron Boone,1946.0,29.0,8,UTS
25105,Ron Boone,1946.0,29.0,8,SSL
25106,Ron Riley,,25.0,4,HOU
25107,Ron Williams,,31.0,8,LAL
25108,Ronald Thomas,,25.0,4,KEN
25109,Rowland Garrett,,25.0,4,TOT
25110,Rowland Garrett,,25.0,4,CHI
25111,Rowland Garrett,,25.0,4,CLE
25112,Rudy Hackett,1953.0,22.0,1,SSL
25113,Rudy Tomjanovich,,27.0,6,HOU
25114,Rudy White,,22.0,1,HOU
25115,Sam Lacey,,27.0,6,KCK
25116,Scott Wedman,,23.0,2,KCK
25117,Sidney Wicks,,26.0,5,POR
25118,Skip Wise,,20.0,1,SAA
25119,Slick Watts,,24.0,3,SEA
25120,Spencer Haywood,1949.0,26.0,7,NYK
25121,Steve Green,1953.0,22.0,1,TOT
25122,Steve Green,1953.0,22.0,1,UTS
25123,Steve Green,1953.0,22.0,1,SSL
25124,Steve Hawes,,25.0,2,TOT
25125,Steve Hawes,,25.0,2,HOU
25126,Steve Hawes,,25.0,2,POR
25127,Steve Jones,1942.0,33.0,9,POR
25128,Steve Kuberski,,28.0,7,TOT
25129,Steve Kuberski,,28.0,7,BUF
25130,Steve Kuberski,,28.0,7,BOS
25131,Steve Mix,1947.0,28.0,6,PHI
25132,Steve Patterson,,27.0,5,TOT
25133,Steve Patterson,,27.0,5,CLE
25134,Steve Patterson,,27.0,5,CHI
25135,Stew Johnson,,31.0,9,TOT
25136,Stew Johnson,,31.0,9,SDS
25137,Stew Johnson,,31.0,9,SAA
25138,Stu Lantz,,29.0,8,LAL
25139,Swen Nater,1950.0,26.0,3,TOT
25140,Swen Nater,1950.0,26.0,3,NYA
25141,Swen Nater,1950.0,26.0,3,VIR
25142,Tal Skinner,,23.0,2,SEA
25143,Ted McClain,1946.0,29.0,5,TOT
25144,Ted McClain,1946.0,29.0,5,KEN
25145,Ted McClain,1946.0,29.0,5,NYA
25146,Terry Thomas,,22.0,1,DET
25147,Ticky Burden,1953.0,22.0,1,VIR
25148,Tim Bassett,1951.0,24.0,3,NYA
25149,Tiny Archibald,,27.0,6,KCK
25150,Tom Boerwinkle,,30.0,8,CHI
25151,Tom Boswell,,22.0,1,BOS
25152,Tom Burleson,,23.0,2,SEA
25153,Tom Henderson,,24.0,2,ATL
25154,Tom Ingelsby,1951.0,24.0,3,SDS
25155,Tom Kozelko,,24.0,3,WSB
25156,Tom Kropp,,22.0,1,WSB
25157,Tom McMillen,,23.0,1,BUF
25158,Tom Owens,1949.0,26.0,5,TOT
25159,Tom Owens,1949.0,26.0,5,KEN
25160,Tom Owens,1949.0,26.0,5,INA
25161,Tom Owens,1949.0,26.0,5,SAA
25162,Tom Van Arsdale,,32.0,11,ATL
25163,Travis Grant,1950.0,26.0,4,TOT
25164,Travis Grant,1950.0,26.0,4,KEN
25165,Travis Grant,1950.0,26.0,4,INA
